buildingType,primaryPropertyType,councilDistrictCode,neighborhood,nb_buildings,nb_floors,propertyGFA_total,propertyGFA_parking,propertyGFABuilding,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,energystar_score,siteEnergyUse_kBtu,GHG_emissions_TCO2e,complianceStatus,buildingAge,consumeGas,consumeSteam
nonresidential,medical office,3,east,1.0,3.0,266000,104000,162000,medical office,162000.0,parking,104000.0,,,65.0,13911761.0,201.15,compliant,71,True,True
nonresidential,other,3,east,1.0,9.0,46710,0,46710,urgent care/clinic/other outpatient,46710.0,,,,,,4169431.5,130.69,compliant,28,False,True
nonresidential,other,7,downtown,0.0,4.0,267335,166960,100375,parking,166960.0,movie theater,69947.0,other - restaurant/bar,27400.0,,7273155.5,147.75,compliant,20,True,False
nonresidential,other,7,downtown,1.0,6.0,1400000,0,1400000,convention center,1072000.0,parking,686750.0,,,,0.0,0.0,non-compliant,26,False,False
nonresidential,retail store,7,downtown,1.0,8.0,861702,0,861702,retail store,509342.0,other,380639.0,,,,17666646.0,328.83,compliant,87,True,True
campus,mixed use property,7,downtown,3.0,10.0,258497,0,258497,parking,155000.0,office,145594.0,retail store,103200.0,,20779796.0,418.9,compliant,103,False,True
nonresidential,small- and mid-sized office,7,downtown,1.0,4.0,52800,0,52800,office,38880.0,restaurant,12960.0,,,83.0,2429021.0,44.48,compliant,91,True,False
nonresidential,large office,7,downtown,1.0,11.0,102846,0,102846,office,93879.0,retail store,7500.0,,,96.0,5327249.5,281.55,compliant,93,False,True
nonresidential,other,7,downtown,1.0,12.0,193500,38000,155500,other,146689.0,,,,,,14436982.0,100.65,compliant,31,False,False
nonresidential,large office,7,downtown,1.0,11.0,374405,184776,189629,office,150969.0,laboratory,41829.0,,,72.0,13329024.0,92.92,compliant,18,False,False
nonresidential,small- and mid-sized office,7,downtown,1.0,4.0,87500,17500,70000,office,70090.0,other,1672.0,,,72.0,4549892.0,31.72,compliant,17,False,False
nonresidential,large office,7,downtown,1.0,12.0,115857,15140,100717,office,104788.0,parking,11844.0,restaurant,528.0,89.0,4757299.5,33.17,compliant,30,False,False
nonresidential,large office,7,downtown,1.0,21.0,456304,93204,363100,office,342952.0,parking,106466.0,,,74.0,19397324.0,135.23,compliant,45,False,False
nonresidential,large office,7,downtown,1.0,36.0,794592,0,794592,office,748011.0,parking,36606.0,other,9975.0,96.0,26689658.0,216.43,compliant,36,True,False
nonresidential,other,7,east,1.0,5.0,206950,97400,109550,other,206950.0,,,,,,19295226.0,249.09,compliant,17,False,True
nonresidential,large office,4,lake union,1.0,3.0,158600,38400,120200,office,125779.0,parking,32821.0,laboratory,20000.0,19.0,18309150.0,236.9,compliant,54,True,False
nonresidential,warehouse,5,northwest,1.0,1.0,52311,0,52311,non-refrigerated warehouse,51116.0,,,,,96.0,930611.875,48.65,compliant,56,True,False
nonresidential,retail store,2,southeast,1.0,2.0,291940,0,291940,retail store,191940.0,office,100000.0,,,80.0,11688601.0,162.45,compliant,36,True,False
nonresidential,large office,7,downtown,1.0,13.0,372242,52703,319539,office,319539.0,parking,52703.0,,,98.0,13843866.0,216.24,compliant,10,True,False
nonresidential cos,large office,7,downtown,1.0,8.0,199530,30660,168870,office,160418.0,parking,18590.0,other,17480.0,69.0,13214416.0,298.61,compliant,13,True,False
nonresidential cos,large office,3,downtown,1.0,14.0,310490,0,310490,office,269284.0,other,28394.0,data center,600.0,,21169502.0,380.37,compliant,15,True,False
nonresidential,large office,7,downtown,1.0,8.0,201480,0,201480,office,161762.0,retail store,29094.0,non-refrigerated warehouse,10624.0,91.0,8921778.0,175.95,compliant,109,False,True
nonresidential,large office,7,downtown,1.0,37.0,1052469,164420,888049,office,765351.0,parking,185581.0,financial office,103478.0,93.0,41213584.0,287.32,compliant,14,False,False
nonresidential,large office,7,downtown,1.0,14.0,186768,23775,162993,office,182540.0,parking,33671.0,data center,240.0,95.0,9641043.0,218.53,compliant,44,False,True
nonresidential,large office,7,downtown,1.0,34.0,776762,162604,614158,office,606050.0,parking,154947.0,,,81.0,32552428.0,231.32,compliant,36,True,False
nonresidential,large office,7,downtown,1.0,7.0,114395,8296,106099,office,96582.0,,,,,99.0,2746560.75,70.17,compliant,107,True,False
nonresidential,large office,7,downtown,1.0,6.0,172842,25920,146922,office,99890.0,data center,39336.0,parking,25000.0,,41399504.0,362.66,non-compliant,58,True,False
nonresidential,large office,7,downtown,1.0,8.0,157941,62993,94948,office,84838.0,parking,15401.0,,,81.0,3743228.5,26.1,compliant,48,False,False
nonresidential,small- and mid-sized office,7,downtown,1.0,6.0,91091,1392,89699,office,89699.0,parking,1392.0,,,,1835804.875,46.56,compliant,66,False,True
nonresidential,large office,7,downtown,1.0,41.0,589921,129432,460489,office,470416.0,parking,107667.0,pre-school/daycare,10290.0,84.0,24603420.0,171.52,compliant,30,False,False
nonresidential,large office,7,downtown,1.0,17.0,378525,84600,293925,office,236827.0,parking,83311.0,restaurant,14679.0,69.0,24906132.0,940.47,compliant,58,False,True
nonresidential,large office,7,downtown,1.0,22.0,384302,0,384302,office,348969.0,convenience store without gas station,3291.899902,food service,1437.0,98.0,10062436.0,70.15,compliant,87,False,False
nonresidential,large office,7,downtown,1.0,15.0,388934,0,388934,office,388934.0,,,,,89.0,18576900.0,213.23,compliant,94,False,True
nonresidential,small- and mid-sized office,7,downtown,1.0,6.0,89355,0,89355,office,82355.0,retail store,7000.0,,,66.0,4178233.5,31.97,compliant,116,True,False
nonresidential,small- and mid-sized office,7,downtown,1.0,7.0,89550,0,89550,office,64712.0,retail store,10058.0,social/meeting hall,7030.0,85.0,3903259.75,51.67,compliant,116,False,True
nonresidential,large office,7,downtown,1.0,16.0,480840,141600,339240,office,311736.0,parking,123356.0,fitness center/health club/gym,18239.0,94.0,17867002.0,130.73,compliant,26,True,False
nonresidential,large office,7,downtown,1.0,29.0,635303,197231,438072,office,522667.0,parking,194435.0,convenience store without gas station,6122.0,95.0,18221224.0,139.72,compliant,25,False,True
nonresidential,mixed use property,2,greater duwamish,0.0,1.0,88400,0,88400,non-refrigerated warehouse,33450.0,office,29620.0,distribution center,27715.0,42.0,4383100.5,116.03,compliant,46,True,False
nonresidential,retail store,4,northeast,1.0,2.0,89200,0,89200,retail store,89200.0,,,,,83.0,6461937.0,89.47,compliant,38,True,False
nonresidential,other,4,northeast,1.0,5.0,36000,0,36000,data center,36000.0,,,,,96.0,30038490.0,209.41,compliant,47,False,False
nonresidential,large office,7,downtown,1.0,21.0,298426,0,298426,office,286538.0,parking,197750.0,other - education,11888.0,79.0,27076922.0,1084.79,compliant,56,False,True
nonresidential,large office,7,downtown,1.0,22.0,336330,0,336330,office,256299.0,parking,66430.0,other - restaurant/bar,7438.0,77.0,18967014.0,530.66,compliant,52,True,True
nonresidential,large office,7,downtown,1.0,8.0,321945,0,321945,office,166919.0,performing arts,39355.0,retail store,19787.0,76.0,13656587.0,355.05,compliant,89,False,True
nonresidential,warehouse,2,greater duwamish,1.0,1.0,128800,0,128800,non-refrigerated warehouse,119200.0,other,9600.0,,,97.0,1809101.5,78.92,compliant,39,True,False
nonresidential,large office,7,downtown,1.0,42.0,304346,0,304346,office,245028.0,retail store,8429.0,other - restaurant/bar,7518.0,72.0,23262244.0,741.3,compliant,104,True,True
nonresidential,small- and mid-sized office,7,downtown,1.0,5.0,50176,0,50176,office,50328.0,other,8329.0,restaurant,4253.0,77.0,2933288.75,24.91,compliant,116,True,False
nonresidential,supermarket / grocery store,6,northwest,1.0,1.0,60880,0,60880,supermarket/grocery store,61666.0,,,,,54.0,14293972.0,384.27,compliant,60,True,False
nonresidential,large office,7,downtown,1.0,8.0,253103,61986,191117,office,158681.0,parking,70190.0,other,21782.0,3.0,29949248.0,208.79,compliant,32,False,False
nonresidential,large office,4,northeast,1.0,23.0,474546,0,474546,office,474546.0,,,,,77.0,28450436.0,198.34,compliant,45,False,False
nonresidential,large office,7,downtown,1.0,3.0,192630,48512,144118,office,146157.0,parking,48199.0,,,94.0,5357833.0,46.03,compliant,69,True,False
nonresidential,large office,7,downtown,1.0,6.0,396626,124216,272410,office,274002.0,parking,122624.0,,,64.0,20361158.0,141.95,compliant,34,False,False
nonresidential,mixed use property,7,downtown,1.0,4.0,109347,38700,70647,laboratory,42389.0,parking,38700.0,office,28258.0,,8218155.5,91.13,compliant,36,True,False
nonresidential,large office,7,downtown,1.0,24.0,543876,116721,427155,office,424044.0,parking,107300.0,,,79.0,25307744.0,176.43,compliant,37,False,False
nonresidential,large office,7,downtown,1.0,20.0,497513,118744,378769,office,367623.0,parking,114510.0,,,65.0,26823218.0,197.19,compliant,28,True,False
nonresidential,mixed use property,7,downtown,1.0,11.0,381381,195621,185760,parking,182820.0,office,164192.0,fitness center/health club/gym,37782.0,94.0,9765777.0,72.42,compliant,16,True,False
nonresidential,large office,7,downtown,1.0,18.0,413715,64660,349055,office,348270.0,parking,69634.0,,,79.0,24224888.0,168.88,compliant,36,False,False
nonresidential,self-storage facility,7,downtown,1.0,5.0,93660,0,93660,self-storage facility,93660.0,,,,,,873221.875,6.09,compliant,52,False,False
nonresidential,large office,4,northeast,1.0,5.0,220649,82720,137929,office,145754.0,parking,90000.0,,,93.0,7046345.5,49.12,compliant,14,False,False
nonresidential,large office,4,northeast,1.0,6.0,135051,44248,90803,office,95943.0,parking,42500.0,,,88.0,4426136.0,30.86,compliant,14,False,False
nonresidential,small- and mid-sized office,4,northeast,0.0,5.0,99005,0,99005,office,79555.0,,,,,70.0,4728488.5,119.03,compliant,55,True,False
nonresidential,large office,7,downtown,1.0,6.0,287471,83591,203880,office,191814.0,parking,72178.0,other - restaurant/bar,5322.0,74.0,14913424.0,103.97,compliant,14,False,False
nonresidential,large office,7,downtown,1.0,36.0,824887,154972,669915,office,743562.0,parking,161119.0,,,97.0,39523852.0,275.54,compliant,7,False,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,119661,0,119661,distribution center,118733.0,,,,,97.0,775729.1875,5.44,compliant,56,True,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,6.0,95721,33921,61800,office,95721.0,parking,31746.0,,,95.0,3063504.5,21.36,compliant,32,False,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,1.0,53250,0,53250,office,52759.0,parking,0.0,,,96.0,1794187.25,46.93,compliant,52,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,55700,0,55700,non-refrigerated warehouse,55700.0,,,,,63.0,519806.0938,3.62,compliant,50,False,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,85400,0,85400,non-refrigerated warehouse,85400.0,,,,,49.0,1536998.25,10.72,compliant,50,False,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,57540,0,57540,distribution center,57540.0,,,,,26.0,2582687.0,76.68,compliant,47,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,50065,0,50065,distribution center,49918.0,parking,0.0,,,72.0,1529510.25,42.65,compliant,49,True,False
nonresidential,large office,7,downtown,1.0,22.0,227556,98556,129000,office,227556.0,parking,77887.79688,,,95.0,8493420.0,59.21,compliant,46,False,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,124472,0,124472,distribution center,124423.0,parking,0.0,,,62.0,5464762.0,237.36,compliant,49,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,22780,0,22780,non-refrigerated warehouse,22780.0,,,,,33.0,402051.3125,2.8,compliant,50,False,False
nonresidential,retail store,4,northeast,1.0,2.0,69492,0,69492,retail store,69800.0,other,0.0,,,100.0,318962.8125,2.22,non-compliant,29,False,False
nonresidential,large office,2,downtown,1.0,10.0,181694,38186,143508,office,150840.0,parking,26946.0,other,2155.0,88.0,7637986.0,53.25,compliant,14,False,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,6.0,78672,28427,50245,office,78672.0,,,,,98.0,2179719.75,28.63,compliant,29,True,False
nonresidential,self-storage facility,7,magnolia / queen anne,1.0,3.0,94470,0,94470,self-storage facility,94470.0,,,,,,1000796.875,33.18,compliant,60,True,False
nonresidential,self-storage facility,7,magnolia / queen anne,1.0,4.0,130293,23400,106893,self-storage facility,130293.0,parking,8800.0,,,,465533.3125,3.25,compliant,28,False,False
nonresidential,other,6,ballard,1.0,5.0,322869,182454,140415,parking,182454.0,retail store,130744.0,,,,17085344.0,413.35,compliant,8,True,False
nonresidential,warehouse,6,ballard,1.0,2.0,63240,0,63240,non-refrigerated warehouse,63240.0,,,,,100.0,227566.7031,8.15,compliant,75,True,False
nonresidential,small- and mid-sized office,6,ballard,1.0,6.0,94033,6200,87833,office,53993.0,retail store,24744.0,parking,4500.0,,4758198.0,120.24,compliant,91,True,False
nonresidential,retail store,2,greater duwamish,1.0,1.0,50200,0,50200,retail store,50200.0,,,,,,1047461.0,32.22,compliant,50,True,False
nonresidential,warehouse,2,greater duwamish,1.0,2.0,90000,0,90000,non-refrigerated warehouse,70000.0,office,20000.0,,,87.0,1429146.375,17.17,compliant,49,True,False
nonresidential,large office,2,greater duwamish,1.0,5.0,390295,121375,268920,office,243018.0,parking,108408.0,,,95.0,7683885.0,53.57,compliant,34,False,False
nonresidential,large office,6,lake union,1.0,4.0,243334,103032,140302,office,138995.0,parking,24549.0,,,89.0,8651835.0,85.01,compliant,17,True,False
nonresidential,large office,6,lake union,1.0,3.0,280957,114829,166128,office,152579.0,parking,93893.0,data center,7500.0,96.0,11325513.0,94.47,compliant,17,True,False
nonresidential,warehouse,7,magnolia / queen anne,1.0,4.0,106041,0,106041,non-refrigerated warehouse,106041.0,,,,,94.0,1123943.0,25.58,compliant,19,True,False
nonresidential,small- and mid-sized office,6,lake union,1.0,3.0,96041,33709,62332,office,62232.0,parking,33709.0,,,70.0,5413418.0,37.74,compliant,15,False,False
nonresidential,warehouse,5,northwest,1.0,3.0,64660,0,64660,non-refrigerated warehouse,64660.0,,,,,89.0,325513.0,6.32,compliant,30,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,161678,0,161678,distribution center,162425.0,,,,,25.0,9357230.0,204.81,compliant,48,True,False
nonresidential,small- and mid-sized office,5,northwest,1.0,6.0,86483,0,86483,office,86483.0,parking,0.0,,,56.0,6361236.5,44.35,compliant,35,False,False
nonresidential,other,5,north,0.0,2.0,98539,0,98539,strip mall,98539.0,,,,,,5450441.5,46.49,compliant,47,True,False
nonresidential,small- and mid-sized office,5,northwest,1.0,5.0,86400,0,86400,office,78200.0,,,,,53.0,9080022.0,293.55,compliant,42,True,False
nonresidential,retail store,5,north,1.0,2.0,302812,0,302812,retail store,302812.0,,,,,97.0,7290824.5,129.29,compliant,66,True,False
nonresidential,large office,7,lake union,1.0,5.0,144573,66620,77953,office,78521.0,parking,66650.0,,,62.0,5135040.0,35.8,compliant,26,False,False
nonresidential,mixed use property,7,lake union,1.0,1.0,65000,15000,50000,office,20000.0,parking,15000.0,other,10000.0,,2603931.25,63.89,compliant,88,True,False
nonresidential,distribution center,1,greater duwamish,1.0,2.0,98024,0,98024,distribution center,63896.0,office,33712.0,,,94.0,1988334.5,42.25,compliant,27,True,False
nonresidential,small- and mid-sized office,4,lake union,1.0,4.0,85385,31210,54175,office,50235.0,parking,25525.0,data center,2875.0,,4855036.5,33.85,compliant,38,False,False
nonresidential,mixed use property,2,greater duwamish,1.0,14.0,304052,0,304052,office,218918.0,parking,156487.0,medical office,84051.89844,66.0,21027396.0,247.35,compliant,84,True,False
nonresidential,warehouse,2,greater duwamish,1.0,2.0,323916,0,323916,non-refrigerated warehouse,263528.0,office,60388.0,,,92.0,8024064.5,262.45,compliant,25,True,False
nonresidential,mixed use property,3,east,1.0,2.0,75844,19928,55916,other,28442.0,office,28441.0,parking,18961.0,,3684188.5,38.48,compliant,89,True,False
nonresidential,other,3,central,1.0,3.0,80004,0,80004,other,74864.0,,,,,,12232124.0,85.28,compliant,90,False,False
nonresidential,small- and mid-sized office,3,greater duwamish,1.0,1.0,65430,0,65430,office,60732.0,other,8142.0,,,89.0,3181045.5,90.24,compliant,46,True,False
nonresidential,small- and mid-sized office,3,central,1.0,2.0,62220,0,62220,office,60676.0,parking,13780.0,other - services,1324.0,32.0,5444253.5,38.55,compliant,102,True,False
nonresidential,retail store,7,lake union,1.0,4.0,264008,159994,104014,retail store,98863.0,,,,,42.0,9937707.0,190.61,compliant,20,True,False
nonresidential,large office,7,lake union,1.0,6.0,336700,124800,211900,office,217977.0,parking,4569.0,retail store,0.0,95.0,9058916.0,54.92,compliant,11,False,False
nonresidential,supermarket / grocery store,5,north,1.0,1.0,58480,0,58480,supermarket/grocery store,44431.0,,,,,37.0,11054535.0,272.54,compliant,36,True,False
nonresidential,supermarket / grocery store,5,northwest,1.0,1.0,58184,7450,50734,supermarket/grocery store,51722.0,parking,0.0,,,41.0,14715262.0,414.43,compliant,13,True,False
nonresidential,refrigerated warehouse,2,greater duwamish,1.0,1.0,104099,0,104099,refrigerated warehouse,100000.0,office,4099.0,parking,0.0,,17695420.0,142.36,compliant,63,True,False
nonresidential,other,2,greater duwamish,1.0,1.0,56608,0,56608,other,45340.0,office,11520.0,,,,5094197.0,74.31,compliant,76,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,52613,0,52613,distribution center,59504.0,,,,,80.0,1061458.25,32.02,compliant,36,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,101101,0,101101,distribution center,101101.0,,,,,1.0,21795830.0,152.71,compliant,67,True,False
nonresidential,large office,4,northeast,1.0,3.0,102290,42440,59850,office,83715.0,parking,18575.0,,,26.0,6062770.5,49.17,compliant,10,True,False
nonresidential,large office,3,lake union,1.0,7.0,139200,44728,94472,office,82098.0,,,,,81.0,4342597.0,30.27,compliant,15,False,False
nonresidential,small- and mid-sized office,6,lake union,1.0,4.0,90000,36528,53472,office,90000.0,,,,,84.0,3897738.0,27.17,compliant,16,False,False
nonresidential,supermarket / grocery store,5,northwest,1.0,1.0,50083,0,50083,supermarket/grocery store,50065.0,parking,0.0,,,78.0,8663691.0,158.92,compliant,19,True,False
nonresidential,large office,3,lake union,1.0,6.0,226592,95000,131592,office,131592.0,parking,83178.0,,,49.0,11963428.0,94.64,compliant,15,True,False
nonresidential,large office,3,lake union,1.0,5.0,560516,206597,353919,office,372503.0,parking,189133.0,,,71.0,30083496.0,632.4,compliant,14,True,False
nonresidential,warehouse,3,lake union,1.0,5.0,127800,0,127800,non-refrigerated warehouse,127800.0,,,,,56.0,2767491.0,29.53,compliant,102,True,False
nonresidential,large office,7,lake union,1.0,5.0,271071,98700,172371,office,168132.0,parking,96918.0,medical office,16862.0,96.0,7851334.5,61.93,compliant,7,True,False
nonresidential,large office,7,lake union,1.0,6.0,139282,52582,86700,office,79384.0,parking,52582.0,financial office,3027.0,96.0,3238216.0,22.57,compliant,12,False,False
nonresidential,laboratory,7,lake union,1.0,4.0,241159,111793,129366,laboratory,176171.0,,,,,,33713876.0,849.83,compliant,13,True,False
nonresidential,laboratory,7,lake union,1.0,3.0,55200,0,55200,laboratory,54880.0,data center,320.0,,,,11594121.0,269.71,compliant,88,True,False
nonresidential,large office,7,lake union,1.0,5.0,184482,66234,118248,office,118016.0,parking,66234.0,other,1595.0,95.0,5671256.0,40.47,compliant,7,True,False
nonresidential,retail store,6,ballard,1.0,1.0,164437,0,164437,retail store,102653.0,supermarket/grocery store,74102.0,parking,0.0,62.0,18390344.0,326.18,compliant,17,True,False
nonresidential,mixed use property,7,lake union,1.0,5.0,159700,50654,109046,other,72407.0,parking,49314.0,office,37406.0,,31371618.0,726.96,compliant,13,True,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,4.0,86995,28800,58195,office,58195.0,parking,28800.0,,,81.0,2991674.75,20.86,compliant,31,False,False
nonresidential,retail store,2,greater duwamish,1.0,1.0,158415,0,158415,retail store,158415.0,,,,,25.0,22394416.0,454.49,compliant,11,True,False
nonresidential,large office,7,lake union,1.0,4.0,134056,60960,73096,office,72066.0,parking,59137.0,,,54.0,4695139.0,32.73,compliant,34,False,False
nonresidential,small- and mid-sized office,1,delridge,1.0,3.0,55593,0,55593,office,55593.0,,,,,55.0,4224872.5,93.23,compliant,56,True,False
nonresidential,small- and mid-sized office,5,north,1.0,4.0,53730,0,53730,office,53730.0,parking,0.0,,,20.0,4742869.0,33.06,compliant,37,False,False
nonresidential,large office,5,north,1.0,5.0,122250,0,122250,office,91281.0,adult education,30177.0,bank branch,5931.0,93.0,5535626.0,38.59,compliant,33,False,False
nonresidential,small- and mid-sized office,5,north,1.0,6.0,88774,0,88774,office,85339.0,parking,0.0,,,53.0,6029121.5,42.03,compliant,37,False,False
nonresidential,small- and mid-sized office,5,north,1.0,5.0,74880,0,74880,office,71751.0,parking,0.0,,,56.0,5134607.5,35.8,compliant,42,False,False
nonresidential,large office,4,lake union,1.0,3.0,103697,47656,56041,office,63199.0,,,,,7.0,11319836.0,374.92,compliant,15,True,False
nonresidential,large office,7,magnolia / queen anne,2.0,5.0,213283,115228,98055,office,105563.0,parking,0.0,,,83.0,5661689.5,39.47,compliant,20,False,False
nonresidential,large office,6,lake union,1.0,3.0,124071,28645,95426,office,96504.0,,,,,73.0,4991360.5,34.9,compliant,28,True,False
nonresidential,large office,7,lake union,1.0,4.0,209816,73673,136143,office,113803.0,parking,79091.0,fitness center/health club/gym,15803.0,97.0,6917478.5,122.68,compliant,10,True,False
nonresidential,mixed use property,7,lake union,1.0,3.0,67380,0,67380,non-refrigerated warehouse,29732.0,office,17372.0,other - entertainment/public assembly,13639.0,66.0,2755829.0,74.1,compliant,62,True,False
nonresidential,retail store,5,northwest,1.0,1.0,114000,0,114000,retail store,57805.0,supermarket/grocery store,56312.0,,,79.0,17225444.0,553.27,compliant,49,True,False
nonresidential,supermarket / grocery store,5,northwest,0.0,1.0,144776,0,144776,wholesale club/supercenter,144776.0,,,,,56.0,13424079.0,237.39,compliant,32,True,False
nonresidential,other,5,northwest,6.0,1.0,111900,0,111900,strip mall,124231.0,parking,0.0,,,,9814820.0,226.43,compliant,52,True,False
nonresidential,warehouse,5,northwest,1.0,3.0,94400,0,94400,non-refrigerated warehouse,67155.0,,,,,38.0,784364.5,10.24,compliant,17,True,False
nonresidential,retail store,5,northwest,1.0,1.0,131387,0,131387,retail store,107931.0,,,,,72.0,8773058.0,110.46,compliant,19,True,False
nonresidential,other,7,magnolia / queen anne,1.0,3.0,66462,12998,53464,other,72000.0,parking,15000.0,,,,6876439.5,47.94,compliant,64,False,False
nonresidential,other,6,lake union,1.0,3.0,280252,156312,123940,parking,156312.0,office,116440.0,retail store,7500.0,,11521702.0,80.32,compliant,15,False,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,243044,0,243044,non-refrigerated warehouse,325424.0,,,,,100.0,1396082.25,41.8,compliant,17,True,False
nonresidential cos,other,1,delridge,0.0,1.0,113780,0,113780,other - services,91532.0,office,22248.0,,,,3574542.25,121.98,compliant,61,True,False
nonresidential,supermarket / grocery store,2,greater duwamish,1.0,1.0,63225,0,63225,supermarket/grocery store,63225.0,,,,,100.0,6522551.5,45.47,compliant,8,False,False
nonresidential,large office,7,lake union,1.0,6.0,303103,109905,193198,office,178628.0,parking,99368.0,bank branch,6015.0,97.0,7519466.5,69.59,compliant,10,True,False
nonresidential,supermarket / grocery store,5,north,1.0,2.0,308965,187878,121087,supermarket/grocery store,121087.0,parking,0.0,parking,0.0,78.0,14512786.0,277.98,compliant,21,True,False
nonresidential,warehouse,1,southwest,1.0,4.0,98475,0,98475,non-refrigerated warehouse,98475.0,,,,,83.0,1090496.625,22.44,compliant,19,True,False
nonresidential,self-storage facility,6,ballard,2.0,2.0,111445,0,111445,,,,,,,,5697472.5,163.83,compliant,70,True,False
nonresidential,medical office,4,northeast,1.0,4.0,191276,95281,95995,medical office,95995.0,,,,,21.0,8422861.0,77.99,compliant,22,True,False
nonresidential,medical office,4,northeast,1.0,4.0,196749,88405,108344,medical office,108344.0,parking,88405.0,,,5.0,19165116.0,477.87,compliant,28,True,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,5.0,88000,21600,66400,office,69691.0,parking,17487.0,,,75.0,3484915.5,24.29,compliant,45,False,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,5.0,87178,20416,66762,office,66747.0,parking,28285.0,,,86.0,3493093.75,24.35,compliant,46,False,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,5.0,87178,20416,66762,office,66648.0,parking,15167.0,,,69.0,3632613.75,25.32,compliant,44,False,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,5.0,88062,20826,67236,office,64752.0,parking,21396.0,,,80.0,3415561.25,23.81,compliant,42,False,False
nonresidential,laboratory,7,lake union,1.0,4.0,102235,0,102235,laboratory,103135.0,,,,,,24395228.0,587.16,compliant,53,True,False
nonresidential,hospital,3,lake union,1.0,7.0,351530,150455,201075,hospital (general medical & surgical),215602.0,,,,,23.0,42709624.0,1032.63,compliant,16,True,False
nonresidential,large office,7,downtown,1.0,12.0,206000,0,206000,office,161000.0,parking,51250.0,,,91.0,8580279.0,222.19,compliant,48,False,True
nonresidential,large office,7,downtown,1.0,25.0,758043,228668,529375,office,582725.0,parking,191082.0,,,95.0,27018020.0,229.25,compliant,7,True,False
nonresidential,large office,7,downtown,1.0,20.0,265851,32334,233517,office,226454.0,parking,29214.0,,,90.0,14633233.0,563.25,compliant,47,False,True
nonresidential cos,other,7,magnolia / queen anne,1.0,1.0,60696,0,60696,other,108000.0,,,,,,875943.3125,6.11,compliant,88,False,False
nonresidential cos,other,7,magnolia / queen anne,1.0,2.0,52000,0,52000,other,52000.0,,,,,,2726369.0,101.83,compliant,54,False,True
nonresidential,large office,7,lake union,1.0,12.0,571329,0,571329,office,598801.0,parking,310699.0,other,26203.0,91.0,39605888.0,617.52,compliant,6,True,False
nonresidential cos,other,7,magnolia / queen anne,1.0,5.0,396085,0,396085,other,278500.0,,,,,,20955026.0,804.2,compliant,78,False,True
nonresidential cos,other,7,magnolia / queen anne,1.0,1.0,91213,0,91213,other,65000.0,,,,,,8141155.5,344.2,compliant,54,False,True
nonresidential cos,other,7,magnolia / queen anne,1.0,1.0,389000,0,389000,other,368000.0,,,,,,23658978.0,607.41,compliant,54,True,True
nonresidential,hotel,3,lake union,1.0,7.0,282863,44766,238097,hotel,235788.0,parking,51537.0,,,37.0,19459304.0,526.85,compliant,26,True,False
nonresidential,large office,7,lake union,1.0,5.0,316306,0,316306,office,261826.0,parking,150726.0,other,15139.0,96.0,13795954.0,138.85,compliant,6,True,False
nonresidential,retail store,7,lake union,1.0,2.0,58320,0,58320,retail store,72072.0,,,,,96.0,1049748.625,39.06,compliant,87,True,False
nonresidential,mixed use property,3,east,1.0,6.0,99780,9341,90439,medical office,40174.0,parking,20868.0,office,17020.0,,15473117.0,481.97,compliant,33,False,True
nonresidential cos,other,7,magnolia / queen anne,1.0,2.0,262048,0,262048,other,296000.0,,,,,,20723248.0,490.73,compliant,88,False,True
nonresidential,hotel,3,east,1.0,7.0,76631,0,76631,hotel,76631.0,,,,,71.0,7258758.5,262.75,compliant,108,True,False
sps-district k-12,k-12 school,1,southwest,1.0,2.0,53352,0,53352,k-12 school,65568.0,,,,,,0.0,4.19,missing data,68,False,False
nonresidential,hotel,7,lake union,1.0,6.0,84103,20732,63371,hotel,63371.0,parking,20732.0,,,74.0,3706100.25,67.06,compliant,8,True,False
nonresidential,senior care community,5,northwest,1.0,2.0,93397,0,93397,senior care community,93397.0,,,,,1.0,16402563.0,609.1,compliant,46,True,False
nonresidential,senior care community,1,southwest,1.0,5.0,217603,0,217603,senior care community,296313.0,parking,0.0,,,54.0,42792072.0,1727.11,compliant,94,True,False
